icao,name,lat,lon,elevation_ft,type
KBBW,Broken Bow Municipal Airport,41.4365005493,-99.6421966553,2547,small_airport
KBCB,Virginia Tech Montgomery Executive Airport,37.207599639899996,-80.4077987671,2132,small_airport
KBCE,Bryce Canyon Airport,37.706401825,-112.144996643,7590,medium_airport
KBCK,Black River Falls Area Airport,44.250702,-90.855301,836,small_airport
KBCT,Boca Raton Airport,26.3785,-80.107697,13,medium_airport
KBDE,Baudette International Airport,48.7284011841,-94.612197876,1086,medium_airport
KBDG,Blanding Municipal Airport,37.58330154,-109.4830017,5868,small_airport
KBDH,Willmar Municipal Airport John L Rice Field (2006),45.117552,-95.132259,1126,small_airport
KBDJ,Boulder Junction Payzer Airport,46.1374015808,-89.64600372310001,1666,small_airport
KBDL,Bradley International Airport,41.938555,-72.688016,173,large_airport
KBDN,Bend Municipal Airport,44.09479904,-121.2009964,3460,small_airport
KBDQ,Morrilton Municipal Airport,35.1362,-92.713501,321,small_airport
KBDR,Igor I Sikorsky Memorial Airport,41.163502,-73.126198,9,medium_airport
KBDU,Boulder Municipal Airport,40.039101,-105.226025,5288,small_airport
KBEA,Beeville Municipal Airport,28.361900329589844,-97.79100036621094,268,small_airport
KBEC,Beech Factory Airport,37.694499969499994,-97.21499633790002,1408,small_airport
KBED,Laurence G Hanscom Field,42.470001,-71.289001,133,medium_airport
KBEH,Southwest Michigan Regional Airport,42.128601074200006,-86.4284973145,643,small_airport
KBFA,Boyne Mountain Airport,45.165798,-84.924103,719,small_airport
KBFD,Bradford Regional Airport,41.8031005859375,-78.64009857177734,2143,medium_airport
KBFE,Terry County Airport,33.173099517822266,-102.19300079345703,3264,small_airport
KBFF,Western Neb. Rgnl/William B. Heilig Airport,41.87400055,-103.5960007,3967,medium_airport
KBFI,King County International Airport - Boeing Field,47.527042,-122.29995,21,medium_airport
KBFK,Buffalo Municipal Airport,36.863300323486,-99.618698120117,1822,small_airport
KBFL,Meadows Field,35.433601,-119.056999,510,medium_airport
KBFM,Mobile Downtown Airport,30.626800537100003,-88.06809997559999,26,medium_airport
KBFR,Virgil I Grissom Municipal Airport,38.84000015,-86.44539642,727,small_airport
KBGD,Hutchinson County Airport,35.700901031499995,-101.393997192,3055,small_airport
KBGE,Decatur County Industrial Air Park,30.9715004,-84.63739777,141,small_airport
KBGF,Winchester Municipal Airport,35.177502,-86.0662,979,small_airport
KBGM,Greater Binghamton/Edwin A Link field,42.20869827,-75.97979736,1636,medium_airport
KBGR,Bangor International Airport,44.806364,-68.826668,192,medium_airport
KBHB,Hancock County-Bar Harbor Airport,44.45000076,-68.3615036,83,medium_airport
KBHC,Baxley Municipal Airport,31.71380043029785,-82.393798828125,201,small_airport
KBHK,Baker Municipal Airport,46.347599,-104.259002,2975,small_airport
KBHM,Birmingham-Shuttlesworth International Airport,33.562877,-86.750712,650,large_airport
KBID,Block Island State Airport,41.168446,-71.578631,108,small_airport
KBIE,Beatrice Municipal Airport,40.3013,-96.754097,1324,small_airport
KBIF,Biggs Army Air Field (Fort Bliss),31.84950066,-106.3799973,3946,medium_airport
KBIH,Eastern Sierra Regional Airport,37.3731,-118.363998,4124,medium_airport
KBIJ,Early County Airport,31.397499084472656,-84.8947982788086,214,small_airport
KBIL,Billings Logan International Airport,45.808932,-108.541242,3652,medium_airport
KBIS,Bismarck Municipal Airport,46.772734,-100.746874,1661,medium_airport
KBIV,West Michigan Regional Airport,42.742901,-86.107399,698,small_airport
KBIX,Keesler Air Force Base,30.4104003906,-88.92440032959999,33,medium_airport
KBJC,Rocky Mountain Metropolitan Airport,39.908798,-105.116997,5673,medium_airport
KBJI,Bemidji Regional Airport,47.50939941,-94.93370056,1391,medium_airport
KBJJ,Wayne County Airport,40.874801635699995,-81.88829803470001,1136,small_airport
KBKD,Stephens County Airport,32.71900177,-98.89099884030001,1284,small_airport
KBKE,Baker City Municipal Airport,44.837299346900004,-117.808998108,3373,medium_airport
KBKF,Buckley Space Force Base,39.701698,-104.751999,5662,medium_airport
KBKL,Burke Lakefront Airport,41.51750183105469,-81.68329620361328,583,medium_airport
KBKN,Blackwell Tonkawa Municipal Airport,36.745098,-97.349602,1030,small_airport
KBKS,Brooks County Airport,27.20680046,-98.12120056,113,small_airport
KBKT,Allen C Perkinson Blackstone Army Air Field,37.0741996765,-77.9574966431,439,small_airport
KBKV,Brooksville–Tampa Bay Regional Airport,28.469461,-82.457114,76,small_airport
KBKW,Raleigh County Memorial Airport,37.7873,-81.124199,2504,medium_airport
KBKX,Brookings Regional Airport,44.304798,-96.816902,1648,small_airport
KBLF,Mercer County Airport,37.295799,-81.207703,2857,medium_airport
KBLH,Blythe Airport,33.6192016602,-114.717002869,399,medium_airport
KBLI,Bellingham International Airport,48.79280090332031,-122.53800201416016,170,medium_airport
KBLM,Monmouth Executive Airport,40.18690109,-74.12490082,153,small_airport
KBLU,Blue Canyon Nyack Airport,39.2750015259,-120.709999084,5284,small_airport
KBLV,Scott AFB/Midamerica Airport,38.5452,-89.835197,459,medium_airport
KBMC,Brigham City Regional Airport,41.552399,-112.061996,4229,small_airport
KBMG,Monroe County Airport,39.145999908447266,-86.61669921875,846,medium_airport
KBMI,Central Illinois Regional Airport at Bloomington-Normal,40.4771,-88.915901,871,medium_airport
KBML,Berlin Regional Airport,44.57540131,-71.17590332,1161,small_airport
KBMQ,Burnet Municipal Airport/Kate Craddock Field,30.738899,-98.238602,1284,small_airport
KBMT,Beaumont Municipal Airport,30.070635,-94.215746,32,small_airport
KBNA,Nashville International Airport,36.1245,-86.6782,599,large_airport
KBNG,Banning Municipal Airport,33.922548,-116.850672,2219,small_airport
KBNL,Barnwell Regional Airport,33.25780106,-81.38829803,246,small_airport
KBNO,Burns Municipal Airport,43.590463,-118.955154,4148,medium_airport
KBNW,Boone Municipal Airport,42.049599,-93.847603,1160,small_airport
KBOI,Boise Air Terminal/Gowen Field,43.5644,-116.223,2871,large_airport
KBOK,Brookings Airport,42.0746,-124.290001,459,small_airport
KBOS,Boston Logan International Airport,42.36197,-71.0079,20,large_airport
KBOW,Bartow Executive Airport,27.943399,-81.783401,125,small_airport
KBPG,Big Spring Mc Mahon-Wrinkle Airport,32.212601,-101.522003,2573,small_airport
KBPI,Miley Memorial Field,42.58509827,-110.1110001,6990,medium_airport
KBPK,Ozark Regional Airport,36.3689002991,-92.47049713130001,928,medium_airport
KBPT,Jack Brooks Regional Airport,29.9508,-94.020699,15,medium_airport
KBQK,Brunswick Golden Isles Airport,31.258801,-81.466499,26,medium_airport
KBQP,Morehouse Memorial Airport,32.756,-91.880556,168,small_airport
KBQR,Buffalo Lancaster Regional Airport,42.922298,-78.612297,750,small_airport
KBRD,Brainerd Lakes Regional Airport,46.402861,-94.129727,1232,medium_airport
KBRL,Southeast Iowa Regional Airport,40.783199310302734,-91.12550354003906,698,medium_airport
KBRO,Brownsville South Padre Island International Airport,25.907238,-97.425235,22,medium_airport
KBRY,Samuels Field,37.8143005371,-85.4996032715,669,small_airport
KBST,Belfast Municipal Airport,44.409401,-69.011902,198,small_airport
KBTA,Blair Executive Airport,41.414908,-96.109136,1325,small_airport
KBTF,Skypark Airport,40.8694000244,-111.927001953,4234,small_airport
KBTL,Battle Creek Executive Airport at Kellogg Field,42.307301,-85.251503,952,medium_airport
KBTM,Bert Mooney Airport,45.95479965209961,-112.49700164794922,5550,medium_airport
KBTN,Britton Municipal Airport,45.815200805664,-97.743103027344,1318,small_airport
KBTP,Pittsburgh/Butler Regional Airport,40.776901,-79.949699,1248,small_airport
KBTR,Baton Rouge Metropolitan Airport,30.533199,-91.149597,70,medium_airport
KBTV,Patrick Leahy Burlington International Airport,44.471901,-73.153297,335,medium_airport
KBTY,Beatty Airport,36.8610992432,-116.787002563,3170,small_airport
KBUB,Cram Field,41.776699066199996,-99.14969635010002,2182,small_airport
KBUF,Buffalo Niagara International Airport,42.940498,-78.732201,728,large_airport
KBUM,Butler Memorial Airport,38.2897987366,-94.3401031494,892,small_airport
KBUR,Hollywood Burbank Airport,34.202834,-118.35805,778,large_airport
KBUU,Burlington Municipal Airport,42.69070053100586,-88.30460357666016,779,small_airport
KBUY,Burlington Alamance Regional Airport,36.048500061035156,-79.47489929199219,617,small_airport
KBVI,Beaver County Airport,40.772499,-80.391403,1253,medium_airport
KBVN,Albion Municipal Airport,41.7286,-98.055801,1806,small_airport
KBVO,Bartlesville Municipal Airport,36.762501,-96.0112,711,small_airport
KBVS,Skagit Regional Airport,48.470901,-122.420998,144,small_airport
KBVX,Batesville Regional Airport,35.7262,-91.647301,465,small_airport
KBVY,Beverly Regional Airport,42.584202,-70.916496,107,medium_airport
KBWC,Brawley Municipal Airport,32.99290085,-115.5169983,-128,small_airport
KBWD,Brownwood Regional Airport,31.793600082399998,-98.9564971924,1387,small_airport
KBWG,Bowling Green Warren County Regional Airport,36.964500427199994,-86.41970062259999,547,medium_airport
KBWI,Baltimore/Washington International Thurgood Marshall Airport,39.1754,-76.668297,146,large_airport
KBWP,Harry Stern Airport,46.2440986633,-96.6073989868,968,small_airport
KBWW,Bowman Regional Airport,46.165519,-103.30075,2965,small_airport
KBXA,George R Carr Memorial Air Field,30.813699722299997,-89.8649978638,119,small_airport
KBXG,Burke County Airport,33.04130172729492,-82.00270080566406,302,small_airport
KBXK,Buckeye Municipal Airport,33.422397,-112.686317,1033,small_airport
KBXM,Brunswick Executive Airport,43.89220047,-69.93859863,72,medium_airport
KBYG,Johnson County Airport,44.3811,-106.722,4968,small_airport
KBYH,Arkansas International Airport,35.9642982483,-89.94400024410001,254,medium_airport
KBYI,Burley Municipal Airport,42.542598724399994,-113.772003174,4150,medium_airport
KBYS,Bicycle Lake Army Air Field,35.2804985046,-116.629997253,2350,medium_airport
KBYY,Bay City Regional Airport,28.973301,-95.863503,45,small_airport
KBZN,Bozeman Yellowstone International Airport,45.778853,-111.153711,4473,medium_airport
KC02,Grand Geneva Resort Airport,42.614899,-88.389603,835,small_airport
KC03,Nappanee Municipal Airport,41.446201,-85.934799,860,small_airport
KC04,Oceana County Airport,43.641701,-86.329201,910,small_airport
KC08,Silver West Airport,38.013182,-105.374279,8290,small_airport
KC09,Morris Municipal Airport James R. Washburn field,41.4254,-88.418701,584,small_airport
KC15,Pekin Municipal Airport,40.488201,-89.675903,530,small_airport
KC16,Frasca Field,40.1464,-88.198502,735,small_airport
KC17,Marion Airport,42.031101,-91.529297,862,small_airport
KC20,Andrews University Airpark,41.951698,-86.367699,668,small_airport
KC24,Mineral County Memorial Airport,37.822017,-106.930289,8680,small_airport
KC27,Manchester Municipal Airport,42.490518,-91.497874,987,small_airport
KC29,Middleton Municipal Morey Field,43.1143,-89.531502,928,small_airport
KC35,Reedsburg Municipal Airport,43.525902,-89.9832,907,small_airport
KC47,Portage Municipal Airport,43.560299,-89.482903,825,small_airport
KC57,Millers Landing,43.095701,-84.349643,757,small_airport
KC62,Kendallville Municipal Airport,41.472698,-85.260803,1005,small_airport
KC65,Plymouth Municipal Airport,41.365101,-86.300499,800,small_airport
KC71,Crosby Municipal Airport,31.296,-91.052902,336,small_airport
KC73,Dixon Municipal Charles R. Walgreen Field,41.833875,-89.443967,785,small_airport
KC74,Cassville Municipal Airport,42.704200744628906,-90.964599609375,627,small_airport
KC75,Marshall County Airport,41.018391,-89.385865,568,small_airport
KC77,Poplar Grove Airport,42.322899,-88.836304,858,small_airport
KC80,New Coalinga Municipal Airport,36.163101,-120.293999,622,small_airport
KC81,Campbell Airport,42.32460021972656,-88.0740966796875,788,small_airport
KC83,Byron Airport,37.82647,-121.621699,79,small_airport
KC88,Tkaczyk Field,43.13909,-84.222501,727,small_airport
KC91,Dowagiac Municipal Airport,41.992901,-86.127998,747,small_airport
KCAD,Wexford County Airport,44.275749,-85.421534,1307,small_airport
KCAE,Columbia Metropolitan Airport,33.938172,-81.123022,236,medium_airport
KCAG,Craig Moffat Airport,40.4952011108,-107.522003174,6193,small_airport
KCAK,Akron Canton Regional Airport,40.916099548339844,-81.44219970703125,1228,medium_airport
KCAO,Clayton Municipal Airpark,36.4462013245,-103.166999817,4965,small_airport
KCAR,Caribou Municipal Airport,46.871498,-68.017899,626,medium_airport
KCAV,Clarion Municipal Airport,42.741901,-93.758904,1162,small_airport
KCBE,Greater Cumberland Regional Airport,39.615398,-78.760902,775,small_airport
KCBF,Council Bluffs Municipal Airport,41.2592010498,-95.760597229,1253,small_airport
KCBG,Cambridge Municipal Airport,45.557499,-93.264198,945,small_airport
KCBK,Shalz Field,39.42750168,-101.0469971,3187,small_airport
KCBM,Columbus Air Force Base,33.643799,-88.443802,219,medium_airport
KCCA,Clinton Municipal Airport,35.597801,-92.451599,514,small_airport
KCCB,Upland-Cable Airport,34.111599,-117.688004,1444,small_airport
KCCO,Newnan Coweta County Airport,33.3116,-84.769798,970,small_airport
KCCR,Buchanan Field,37.9897,-122.056999,26,medium_airport
KCCY,Northeast Iowa Regional Airport,43.0726013184,-92.6108016968,1125,medium_airport
KCDA,Caledonia County Airport,44.5690994263,-72.0179977417,1188,small_airport
KCDC,Cedar City Regional Airport,37.70100021362305,-113.0989990234375,5622,medium_airport
KCDH,Harrell Field,33.622798919699996,-92.7633972168,130,small_airport
KCDI,Cambridge Municipal Airport,39.974998,-81.577599,799,small_airport
KCDK,George T Lewis Airport,29.134095,-83.050783,11,small_airport
KCDN,Woodward Field,34.2835998535,-80.56490325930001,302,small_airport
KCDR,Chadron Municipal Airport,42.837601,-103.095001,3297,medium_airport
KCDS,Childress Municipal Airport,34.4337997437,-100.288002014,1954,medium_airport
KCDW,Essex County Airport,40.875198364300005,-74.2814025879,173,small_airport
KCEA,Cessna Aircraft Field,37.648601532,-97.2506027222,1378,small_airport
KCEC,Jack Mc Namara Field Airport,41.778929,-124.236403,61,medium_airport
KCEF,Westover Metropolitan Airport / Westover Air Reserve Base,42.194,-72.534798,241,medium_airport
KCEK,Crete Municipal Airport,40.61790085,-96.92489624,1500,small_airport
KCEU,Oconee County Regional Airport,34.6719017,-82.8864975,892,small_airport
KCEV,Mettel Field,39.6985015869,-85.129699707,867,small_airport
KCEW,Bob Sikes Airport,30.778799057,-86.522102356,213,medium_airport
KCEY,Murray-Calloway County Airport Kyle-Oakley Field,36.6646,-88.372803,577,small_airport
KCEZ,Cortez Municipal Airport,37.303001,-108.627998,5918,medium_airport
KCFD,Coulter Field,30.715700149499998,-96.3313980103,367,small_airport
KCFE,Buffalo Municipal Airport,45.159,-93.8433,967,small_airport
KCFJ,Crawfordsville Regional Airport,39.975602,-86.919899,799,small_airport
KCFS,Tuscola Area Airport,43.458801,-83.445503,701,small_airport
KCFT,Greenlee County Airport,32.957039,-109.211397,3798,small_airport
KCFV,Coffeyville Municipal Airport,37.09400177,-95.5718994141,754,small_airport
KCGC,Crystal River Airport,28.867246,-82.571009,9,small_airport
KCGE,Cambridge Dorchester Airport,38.53929901,-76.03040314,20,small_airport
KCGF,Cuyahoga County Airport,41.5651016235,-81.4863967896,879,medium_airport
KCGI,Cape Girardeau Regional Airport,37.2253,-89.570801,342,medium_airport
KCGS,College Park Airport,38.9805984497,-76.9223022461,48,small_airport
KCGZ,Casa Grande Municipal Airport,32.954899,-111.766998,1464,small_airport
KCHA,Chattanooga Metropolitan Airport (Lovell Field),35.035301,-85.203796,683,medium_airport
KCHD,Chandler Municipal Airport,33.2691,-111.810997,1243,small_airport
KCHK,Chickasha Municipal Airport,35.09740067,-97.96769714,1152,small_airport
KCHN,Wauchula Municipal Airport,27.5149,-81.880501,106,small_airport
KCHO,Charlottesville Albemarle Airport,38.13859939575195,-78.4529037475586,639,medium_airport
KCHQ,Mississippi County Airport,36.842098,-89.359703,313,small_airport
KCHS,Charleston International Airport,32.896159,-80.038151,46,large_airport
KCHT,Chillicothe Municipal Airport,39.7822,-93.495697,783,small_airport
KCHU,Houston County Airport,43.596401,-91.503899,1179,small_airport
KCIC,Chico Regional Airport,39.795595,-121.857716,240,small_airport
